Num_Itens,Cap_Peso,Cap_Volume,Lucro_Max,Tempo_Exec(s),Itens_Ids
1000,200,200,1018,64.690016746521,"[[41, 105, 237, 252, 281, 385, 406, 424, 445, 457, 529, 576, 590, 613, 670, 678, 690, 698, 701, 753, 761, 783, 794, 865, 918, 954, 973]]"
1000,200,200,849,66.50322008132935,"[[68, 135, 139, 151, 218, 387, 425, 467, 649, 664, 669, 721, 743, 749, 762, 821, 851, 857, 860, 889, 903, 915, 916]]"
1000,200,200,992,66.12294483184814,"[[6, 25, 58, 195, 209, 250, 262, 363, 464, 477, 485, 520, 549, 570, 630, 694, 736, 795, 818, 853, 901, 902, 949, 956, 961, 985]]"
1000,200,200,927,35.72525095939636,"[[25, 45, 58, 108, 124, 131, 163, 211, 215, 229, 275, 281, 356, 367, 421, 452, 542, 602, 636, 669, 767, 780, 874, 896, 946, 986, 987]]"
1000,200,200,1112,50.3120813369751,"[[4, 24, 85, 116, 144, 189, 210, 274, 306, 372, 395, 408, 440, 442, 574, 622, 654, 688, 727, 747, 808, 835, 904, 919, 946, 959, 969, 991, 996]]"
1000,200,200,918,78.98633241653442,"[[75, 94, 120, 168, 200, 291, 365, 407, 410, 421, 437, 457, 496, 499, 519, 530, 546, 608, 618, 641, 747, 871, 944, 997]]"
1000,200,200,1041,56.77300977706909,"[[30, 120, 151, 157, 191, 289, 290, 310, 364, 378, 428, 440, 456, 489, 536, 581, 640, 665, 710, 719, 792, 793, 797, 822, 912, 928]]"
1000,200,200,920,63.09855055809021,"[[122, 147, 162, 262, 320, 328, 333, 334, 349, 402, 406, 412, 453, 471, 493, 573, 681, 710, 747, 765, 845, 850, 881, 937, 957, 992]]"
1000,200,200,931,47.495721101760864,"[[7, 22, 29, 42, 52, 127, 151, 162, 197, 225, 289, 318, 366, 401, 443, 556, 637, 689, 733, 750, 824, 845, 868, 978]]"
1000,200,200,1073,34.75461149215698,"[[47, 72, 112, 117, 131, 149, 158, 208, 276, 280, 296, 452, 485, 516, 540, 569, 584, 595, 624, 631, 635, 645, 654, 684, 710, 783, 833, 857]]"
