Num_Itens,Cap_Peso,Cap_Volume,Lucro_Max,Tempo_Exec(s),Itens_Ids
40,100,100,664,0.13216042518615723,"[[3, 4, 9, 16, 22, 26, 29, 31]]"
40,100,100,616,0.13156676292419434,"[[1, 8, 10, 14, 19, 20, 28, 32]]"
40,100,100,474,0.12395429611206055,"[[3, 6, 9, 11, 23, 27]]"
40,100,100,566,0.1286787986755371,"[[0, 12, 21, 23, 27, 34, 35]]"
40,100,100,633,0.12818169593811035,"[[2, 3, 7, 13, 15, 18, 31, 35]]"
40,100,100,484,0.1248023509979248,"[[10, 13, 22, 25, 34, 37, 38]]"
40,100,100,476,0.12387609481811523,"[[4, 5, 10, 19, 20, 31]]"
40,100,100,524,0.12386608123779297,"[[13, 14, 15, 21, 22, 32, 39]]"
40,100,100,495,0.1271200180053711,"[[4, 6, 10, 25, 27, 30, 31]]"
40,100,100,529,0.12722039222717285,"[[0, 1, 4, 19, 20, 24, 26]]"
